clip_id,scene_type,object_type,description,scenario_label,speed,depth_start_mm,depth_end_mm,depth_change_mm,verified_depth_motion,depth_motion,rgb_visible,q1_text,q1_options,q1_correct,q2_text,q2_options,q2_correct,q3_text,q3_options,q3_correct,q4_text,q4_options,q4_correct,ambiguity_flag,notes,include_in_benchmark
clip_001,object,ball,ball,pure_toward,slow,1763.0,1583.0,-180.0,toward,toward,partially,In which direction does the ball move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the ball in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the ball closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the ball at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_039,person,person,person in corridor,person_angle_toward,fast,1326.0,729.0,-597.0,toward,toward,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_040,person,person,person on campus grounds,person_angle_away,slow,647.0,825.0,178.0,away,away,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_041,person,person,person in corridor,person_sideways,medium,1231.0,1253.0,22.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_042,person,person,person on campus grounds,person_stationary,fast,665.0,663.0,-2.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,D,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_043,object,box,box,pure_toward,slow,1727.0,1547.0,-180.0,toward,toward,partially,In which direction does the box move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the box in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the box closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the box at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_044,object,book,book,pure_away,medium,642.0,999.0,357.0,away,away,partially,In which direction does the book move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,B,How would you describe the speed of the book in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the book closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the book at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_045,object,cup,cup,angle_toward,fast,1858.0,1261.0,-597.0,toward,toward,partially,In which direction does the cup move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the cup in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the cup closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the cup at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_046,object,apple,apple,angle_away,slow,476.0,655.0,179.0,away,away,partially,In which direction does the apple move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the apple in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the apple closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the apple at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_047,object,toy,toy,pure_sideways,medium,868.0,868.0,0.0,stationary,stationary,yes,In which direction does the toy move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the toy in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the toy closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the toy at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_048,object,pen,pen,stationary,fast,790.0,800.0,10.0,stationary,stationary,yes,In which direction does the pen move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the pen in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,D,"By the end of the clip, is the pen closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the pen at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_049,object,ball,ball,circle,slow,954.0,947.0,-7.0,stationary,toward,partially,In which direction does the ball move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the ball in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the ball closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the ball at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_050,object,bottle,bottle,two_objects,medium,1260.0,1260.5,0.5,stationary,toward,partially,In which direction does the bottle move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the bottle in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the bottle closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the bottle at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_051,person,person,person in corridor,person_toward,fast,1266.0,670.0,-596.0,toward,toward,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_052,person,person,person on campus grounds,person_away,slow,450.0,628.0,178.0,away,away,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,B,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_053,person,person,person in corridor,person_angle_toward,medium,1642.0,1284.0,-358.0,toward,toward,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_054,person,person,person on campus grounds,person_angle_away,fast,786.0,1381.0,595.0,away,away,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_055,person,person,person in corridor,person_sideways,slow,1201.0,1204.0,3.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_056,person,person,person on campus grounds,person_stationary,medium,920.0,920.0,0.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,D,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_057,object,ball,ball,pure_toward,fast,1917.0,1321.0,-596.0,toward,toward,partially,In which direction does the ball move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the ball in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the ball closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the ball at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_058,object,bottle,bottle,pure_away,slow,406.0,585.0,179.0,away,away,partially,In which direction does the bottle move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,B,How would you describe the speed of the bottle in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the bottle closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the bottle at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_059,object,box,box,angle_toward,medium,1218.0,860.0,-358.0,toward,toward,partially,In which direction does the box move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the box in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the box closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the box at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_060,object,book,book,angle_away,fast,523.0,1119.0,596.0,away,away,partially,In which direction does the book move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the book in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the book closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the book at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_061,object,cup,cup,pure_sideways,slow,1097.0,1119.0,22.0,stationary,stationary,yes,In which direction does the cup move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the cup in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the cup closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the cup at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_062,object,apple,apple,stationary,medium,988.0,1003.0,15.0,stationary,stationary,yes,In which direction does the apple move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the apple in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,D,"By the end of the clip, is the apple closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the apple at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_063,object,toy,toy,circle,fast,1179.0,1202.0,23.0,stationary,toward,partially,In which direction does the toy move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the toy in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the toy closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the toy at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_064,object,pen,pen,two_objects,slow,1336.0,1331.0,-5.0,stationary,toward,partially,In which direction does the pen move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the pen in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the pen closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the pen at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_065,person,person,person in corridor,person_toward,medium,1342.0,984.0,-358.0,toward,toward,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,A,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_066,person,person,person on campus grounds,person_away,fast,445.0,1040.0,595.0,away,away,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,B,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_067,person,person,person in corridor,person_angle_toward,slow,1529.0,1349.0,-180.0,toward,toward,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,A,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,A,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",A,,,yes
clip_068,person,person,person on campus grounds,person_angle_away,medium,771.0,1128.0,357.0,away,away,partially,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,B,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,B,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",B,,,yes
clip_069,person,person,person in corridor,person_sideways,fast,653.0,649.0,-4.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,C,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,C,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
clip_070,person,person,person on campus grounds,person_stationary,slow,611.0,595.0,-16.0,stationary,stationary,yes,In which direction does the person move in this clip?,(A) Toward the camera | (B) Away from the camera | (C) To the left | (D) To the right,D,How would you describe the speed of the person in this clip?,(A) Moving slowly | (B) Moving at medium speed | (C) Moving quickly | (D) Not moving,D,"By the end of the clip, is the person closer to or farther from the camera than at the start?",(A) Closer — it moved toward the camera | (B) Farther — it moved away from the camera | (C) Same distance — no depth change | (D) Cannot determine from this video,C,"If you could measure the distance from the camera to the person at the start and end of the clip, which statement is correct?","(A) Distance decreased — object approached | (B) Distance increased — object receded | (C) Distance stayed the same | (D) The object moved sideways only, depth unchanged",C,,,yes
